athlete_id,ELO,counted_races,name,country,last_race,races_sequence,elo_sequence
30454,977.514520030338,1,Erlan Castro,,,,
63642,974.214176075723,1,Erlend Anfinsen,,,,
6023,972.801597875714,1,Erlend Gundersen,,,,
61369,964.325888591412,2,Erlin Garcia,,,,
11947,971.919884378368,1,Ermanno Vannoni,,,,
100675,973.745828041276,1,Ernest Cheng Wei Tan,,,,
93496,988.834848111668,1,Ernest López Puigvert,,,,
60755,995.681711496086,1,Ernesto Araujo,,,,
10585,997.432781395465,2,Ernesto Cuevas,,,,
14694,978.404515700723,1,Ernesto David Quintana,,,,
71089,971.04750171266,1,Ernesto De Marchis,,,,
51507,1011.77138118778,5,Ernesto Espinoza,,,,
102797,962.892049609128,7,Ernesto González Herrero,,,,
64396,977.061503419686,1,Ernesto Marshall,,,,
12756,931.856328851253,3,Ernesto Martin Olavide Cuba,,,,
21726,983.09850808182,2,Ernesto Perez Alonso,,,,
43716,975.104988550489,1,Ernő Fuchs,,,,
67405,970.676840221939,1,Ernő Sturm,,,,
22317,967.66600818858,2,Erol Akol,,,,
74439,949.014927824453,2,Erol Can Yaras,,,,
15380,1019.40023681385,4,Erwin De Bruijn,,,,
42996,1150.47821311053,71,Erwin Vanderplancke,,,,
5908,949.213472227394,10,Esau Hernandez,,,,
104662,982.842485597186,1,Eslam Ayman,,,,
125287,1097.07000862373,11,Esteban Basanta Fouz,,,,
160695,1010.82392181071,1,Esteban Bringer,,,,
164044,990.478293953782,1,Esteban Bustos Misquero,,,,
123758,975.946109650089,1,Esteban Cavalceta Acosta,,,,
5745,950.529172652611,15,Esteban Kahs-Garay,,,,
7850,965.857926173089,11,Esteban Marin Estrada,,,,
5809,894.149962906782,25,Esteban Rosas Sierra,,,,
124692,1004.78212315061,9,Esteban Tibocha,,,,
10871,1120.92028161433,46,Ethan Brown,,,,
132822,927.857019108897,3,Ethan Stretton,,,,
11144,1211.27518159146,34,Etienne Diemunsch,,,,
151576,1017.75837178472,1,Etienne Pillonel,,,,
71106,985.353384065601,1,Ettore Pinghini,,,,
33501,1009.81528935721,1,Eugen Jagušt,,,,
90181,981.096848259677,1,Eugen Popović,,,,
66790,1013.03091447642,1,Eugen Soukchatchev,,,,
71506,1001.25091764545,1,Eugene Chan Wan Yon,,,,
110419,973.276067177353,1,Eugene De Wet,,,,
67142,965.35049843818,2,Eugene Galbraith,,,,
6727,933.196168142188,5,Eugene Wai Yong Chan,,,,
15114,993.033280568561,2,Eugenio Actis De Pasquale,,,,
69814,830.393279289393,20,Eugenio Chimal Domínguez,,,,
50216,970.451287386537,1,Eugueni Staurev,,,,
75666,951.220288584578,3,Eun Sung Lee,,,,
79949,996.303959355561,1,Evan Culbert,,,,
113389,976.594171291763,1,Evan Haddock,,,,
90187,971.864510019459,1,Evans Darrel,,,,
148998,997.88328366775,1,Even Gildas,,,,
171513,985.548972065429,1,Ever Cortez,,,,
25267,979.093156946511,11,Evert Scheltinga,,,,
16387,991.990292217587,1,Evgen Kolodin,,,,
49838,1023.14872204828,3,Evgeni Naumov Stavrev,,,,
90764,919.848232213494,4,Evgeni Vasilev,,,,
21732,1007.71230312029,2,Evgeni Zlatdinov,,,,
5901,830.443649894427,25,Evgeniy Alekseyev,,,,
57924,991.496776134325,1,Evgeniy Bazylev,,,,
57932,977.274553912103,1,Evgeniy Razyshchikov,,,,
44595,957.199949668774,4,Evgeniy Stepanov,,,,
27444,1007.56880307286,1,Evgeny Chemerev,,,,
10030,948.222516118969,18,Evgeny Morozov,,,,
5897,1023.5741900052,8,Evgeny Polyanskiy,,,,
9809,982.695025769887,3,Evgeny Shukarev,,,,
43080,970.269782787113,1,Evilasio Nascimento,,,,
55995,972.214934806815,4,Ewan Mulhearn,,,,
28292,999.149232601419,1,Exequiela Malvasio,,,,
101059,967.326554582594,1,Eynar Candia Sejas,,,,
14625,977.416339950551,1,Eyup Ozhan Ozgirgin,,,,
11227,965.387883013247,2,Eyup Yazici,,,,
6422,964.656484084972,2,Eyvind Kartveit,,,,
166810,978.750624082765,1,Ezequiel Alejandro Loyarte Sosa,,,,
6062,952.719814859426,5,Ezequiel Benvenuto,,,,
5818,996.036506348247,17,Ezequiel Morales,,,,
56280,940.540569158195,4,Fabian Espinoza,,,,
10949,925.292481450632,16,Fabian Flores,,,,
21615,1015.69998766735,2,Fabian Göggel,,,,
162731,957.082092923934,2,Fabian Ignacio Palacios Tmayo,,,,
106326,1004.76020255172,6,Fabian Kraft,,,,
62419,991.941569520134,1,Fabian Liebenau,,,,
6499,960.228482653091,5,Fabian Loaiza,,,,
117248,1042.2727375403,22,Fabian Meeusen,,,,
107635,984.354362539754,11,Fabian Reuter,,,,
6477,700.599387601648,32,Fabian Roman,,,,
12758,992.063762855246,1,Fabian Sanchez,,,,
20210,994.992618714553,1,Fabian Sauter,,,,
66793,967.175917090103,2,Fabian Timm,,,,
103070,990.893587063331,1,Fabian Velazquez Rangel,,,,
39201,1011.38442435072,58,Fabian Villanueva Moehl,,,,
121396,956.279364573919,2,Fabien Celeste,,,,
40265,993.835730149753,1,Fabien Combaluzier,,,,
160028,1004.35082439975,1,Fabien Leconte,,,,
124980,914.457594407896,3,Fabio Bonilha Brentani,,,,
9562,966.068502682327,3,Fabio Campos Esquivel,,,,
23719,1104.07579076045,39,Fabio Carvalho,,,,
15753,976.318089947954,1,Fabio Cordioli,,,,
66659,1057.21762783909,16,Fabio Guidelli,,,,
135434,982.077950602259,1,Fabio Nauer,,,,
123516,936.860893449206,3,Fabio Pruiti,,,,
21953,1029.01050227788,2,Fabio Spiteri,,,,
148663,996.876824284224,1,Fabio Zamo,,,,
162552,983.809176805552,1,Fabián Alejandro Narvaez ,,,,
160020,1005.50658060742,1,Fabrice Combel,,,,
160177,992.215384219163,1,Fabrice Dondoglio,,,,
160943,974.734571578079,1,Fabrice Durez,,,,
161015,968.377912435867,1,Fabrice Edvige,,,,
143715,992.469490752657,1,Fabricio  Castro Ponce,,,,
111749,974.417554275942,1,Fabricio Esteban Silva,,,,
66824,996.497994032009,1,Fabricio Frauzino,,,,
22528,981.936634939428,2,Fabricio Tomas,,,,
6918,1016.76353247299,11,Fabrizio Baralla,,,,
151679,972.82907885543,1,Fabrizio Cantinotti,,,,
10520,894.648307165735,36,Fabrizio Ferraresi,,,,
12102,1001.16514877148,1,Fabrizio Lancellotti,,,,
39900,1009.05052178421,3,Facundo Chernikoff,,,,
102853,944.398901797649,33,Facundo Medard,,,,
123959,969.252885540973,1,Facundo Sellanes,,,,
56579,976.536629333435,2,Fader Hidalgo,,,,
140791,947.922991810765,3,Fahad Ahmad Al-Mohammad,,,,
26767,986.579429014734,1,Fahri Sacan,,,,
12713,971.21611977302,1,Fakhry Mansoor,,,,
64414,983.461503419686,1,Falco Tegtmeier,,,,
5960,1031.52860604383,7,Falk Cierpinski,,,,
16884,1145.29067743933,58,Faquan Bai,,,,
12693,926.948562846213,3,Faramarz Ranjkesh Jahedi,,,,
17180,1098.03173621993,4,Faris Al-Sultan,,,,
134873,997.279128710851,2,Faris Alzaabi,,,,
143491,969.664361735222,1,Farrel Ezrabaswara Wihandoyo,,,,
31377,949.414823676568,4,Farshad Dadfar,,,,
26729,983.856024759415,1,Fatih Altan,,,,
19837,856.55197797584,12,Fatih Azrak,,,,
81853,906.586311510318,6,Faustino Jarquín,,,,
55388,969.502974246353,2,Federico Alvarez,,,,
110701,983.996454947134,2,Federico Alvarez Alonso,,,,
28289,1002.43128388347,1,Federico Garcia Canales,,,,
41641,992.778236960723,1,Federico Girasole,,,,
45858,1007.45911290813,2,Federico Javier Osuna,,,,
12024,966.548619873973,1,Federico Lopez,,,,
10864,953.66871962697,8,Federico Oliva,,,,
6057,978.436552266986,6,Federico Osuna,,,,
106669,1002.72646219314,2,Federico Pagotto,,,,
7852,958.807285278754,2,Federico Quinto,,,,
10025,984.445700884496,4,Federico Santoni,,,,
56485,883.208900051953,49,Federico Scarabino,,,,
85764,1018.23515496845,9,Federico Spinazzé,,,,
32525,993.456176815201,11,Federico Venegas,,,,
107364,985.80564006218,3,Federico Zamò,,,,
5702,972.142297554891,49,Fedor Filipov,,,,
31772,986.034075002692,1,Fedor Kozhov,,,,
58458,968.434557226728,1,Fei Diao,,,,
124164,978.073286125045,2,Felipe Annunciato,,,,
16522,1072.45527832604,95,Felipe Barraza,,,,
13674,953.331553742846,3,Felipe Bastos,,,,
121522,930.262397445975,16,Felipe Bianchi,,,,
28150,1022.1487443052,1,Felipe Gonzales,,,,
75799,949.284824470588,2,Felipe Guedes,,,,
18324,958.017699530206,6,Felipe Manente,,,,
149392,985.30722199731,1,Felipe Martinez,,,,
14863,1002.39421886356,1,Felipe Ospina,,,,
64503,968.033642346165,1,Felipe Pinto,,,,
7448,854.574263882021,39,Felipe Rodriguez Rojas,,,,
106760,865.780685773954,12,Felipe Santiago Ladino Herrera,,,,
40226,951.98633299081,3,Felipe Santos,,,,
14689,1005.71216425655,2,Felipe Teran Merino,,,,
5644,967.936308732224,119,Felipe Van De Wyngard,,,,
166477,1009.73515063214,1,Felix Amløf,,,,
69646,968.013459948423,1,Felix Damian Potoy,,,,
145759,1025.12303493092,1,Felix Damien Favre,,,,
93116,975.618182223777,8,Felix Dariel Felix Fontes,,,,
23656,1174.48657299217,77,Felix Duchampt,,,,
22477,968.417944161687,2,Felix Estrada,,,,
24767,996.938201049875,2,Felix Floter,,,,
104893,997.704909029402,3,Felix Forissier,,,,
22250,1015.77152776256,2,Felix Giebecke,,,,
50996,980.518412405276,1,Felix Hemmerling,,,,
17317,1003.70707904866,1,Felix Manske,,,,
5848,944.552484738477,8,Felix Molina,,,,
66903,983.693665525353,3,Felix Rudiger,,,,
17277,1039.08243316948,4,Felix Schumann,,,,
83072,969.203680545354,9,Felix Studer,,,,
16892,903.480095044185,10,Fengchu Zhao,,,,
112963,985.025358660163,1,Fenix Didiviel Diaz Castillo,,,,
22223,968.431420943632,2,Feodor Dragolov,,,,
146024,1008.88524908123,1,Fepdar Filippov,,,,
14598,965.147323929698,2,Ferdie De Boer,,,,
21020,998.101106350304,2,Ferenc Bartos,,,,
98083,945.474153697092,3,Ferenc Sámuel Bujdosó,,,,
18120,989.639509121673,2,Fergus Maclean,,,,
23741,1001.95247377573,1,Fergus Mcclean,,,,
71158,1029.38408716356,16,Fergus Roberts,,,,
22406,987.159249982157,1,Ferit Malkara,,,,
147027,994.496830882846,1,Fernando Acosta,,,,
29442,1474.52339197961,85,Fernando Alarza,,,,
41571,975.775037175609,1,Fernando Alejandro Roser,,,,
50036,973.346793281756,1,Fernando Alfaro,,,,
123753,986.17070770715,2,Fernando Alvarado Grabados,,,,
6058,970.009436560837,1,Fernando Alves,,,,
95390,986.063436660718,1,Fernando Barroso Gonzalez,,,,
133120,972.191577454151,1,Fernando Bravo,,,,
5615,1012.34605769424,30,Fernando Cabellos Saiz,,,,
33859,979.212162534103,1,Fernando Coche,,,,
22963,995.551324670203,1,Fernando Correia,,,,
50497,996.11473980837,2,Fernando Damas,,,,
151251,990.599534795519,1,Fernando Diefenthaelle,,,,
11198,973.069544964462,1,Fernando Duarte De Oliveira,,,,
64499,1009.44540705205,1,Fernando Endrecias,,,,
158280,993.918952691508,2,Fernando Gomez,,,,
147650,979.513662301482,1,Fernando Gunckel,,,,
7555,980.645030518149,1,Fernando Guzman Espinosa,,,,
58468,985.224122526724,1,Fernando Isaida,,,,
123609,979.154601077094,11,Fernando Jacome,,,,
168174,935.414032170175,3,Fernando Joaquin Pardo Benitez,,,,
26908,991.527102473666,1,Fernando Jose Tuya Cortes,,,,
135110,916.774729251854,15,Fernando José Casares Tan,,,,
55759,938.494122148738,10,Fernando Lopez De Sagredo,,,,
111961,966.522959763832,7,Fernando Martinez Roman,,,,
75531,963.79396626909,2,Fernando Padilha Criscuoli,,,,
152658,950.516705990468,3,Fernando Peral Uceda,,,,
74301,982.11922590477,1,Fernando Pires,,,,
147651,979.036050361184,1,Fernando Salazar,,,,
168777,985.784315395553,1,Fernando Saquicela Trujillo,,,,
63919,1000.29663615952,1,Fernando Toldi,,,,
39158,975.315600698628,1,Fernando Valenzuela,,,,
50189,967.309146664998,3,Ferran Aviles Tahull,,,,
116907,977.103436660718,1,Ferran Sans Muñoz,,,,
159979,1012.44111785347,1,Ferrer Jaume,,,,
172485,1010.2911806985,1,Fethi Abdelkadous Ghouti,,,,
19234,953.891235061422,2,Fevzi Yildrim,,,,
160151,996.982878575822,1,Ffranck Bravo,,,,
112616,1014.4299750067,2,Fidel Diaz Sebriano,,,,
39445,971.49290562909,1,Fidel Villamarin,,,,
106337,994.389414513965,1,Fielding Fischer,,,,
160158,995.827122368147,1,Fiero Galeasso,,,,
14629,978.874197771091,2,Fikret Akay,,,,
9799,971.804178721892,2,Fikret Emre,,,,
121355,990.175956318095,1,Filip Cvijetic,,,,
7044,956.303310421121,6,Filip Dragolov,,,,
97154,974.867053516278,1,Filip Fajdetic,,,,
119174,994.830501772641,1,Filip Filošević,,,,
6505,946.645025122355,7,Filip Kristl,,,,
103433,1012.57426711629,17,Filip Mainville,,,,
115245,990.445025895024,7,Filip Michalek,,,,
167594,990.91162122038,1,Filip Muff,,,,
5340,1229.83866704989,101,Filip Ospaly,,,,
10845,911.238421358491,22,Filip Przymusinski,,,,
5770,990.75891664989,24,Filip Szolowski,,,,
124523,993.341408139666,7,Filip Tlamka,,,,
79821,837.121221887128,12,Filip Vaclavik,,,,
21653,985.843395517539,1,Filip Zouhar,,,,
31992,1007.573127597,36,Filipe Azevedo,,,,
51302,974.589573651287,4,Filipe Cirelli,,,,
114738,989.118089947954,1,Filippo Coin,,,,
71123,993.635737006778,1,Filippo Zucchetti,,,,
74822,914.476842998831,7,Filippos Andrianopoulos,,,,
74438,969.925982421533,3,Finn Timmermans,,,,
91585,909.584936444746,5,Firas Al-Hmood,,,,
95489,989.834108988811,1,Firas Alhamad,,,,
11230,963.147598044834,2,Firat Dizman,,,,
11194,998.30898158418,1,Flavio Henrique G. De Andrade,,,,
46216,893.056249243293,49,Flavio Morandini,,,,
55603,959.826332406187,4,Flavio Sartori,,,,
6133,1018.7198033653,1,Fleming Neumann,,,,
15808,1022.93377641012,8,Flemming Neumann,,,,
160198,989.325993699976,1,Florent Rousseau,,,,
11382,970.025531705356,3,Florent Roy,,,,
168945,1015.38180157076,1,Florian Barket,,,,
22035,961.697404086059,2,Florian Engel,,,,
20363,1031.71683823221,2,Florian Fromm,,,,
22054,976.469510409361,1,Florian Greckl,,,,
15409,992.301586283214,2,Florian Lacko,,,,
117187,886.28359837579,7,Florian Lienhart,,,,
26693,979.220795635497,1,Florian Metzger,,,,
96561,956.580151014089,4,Florian Müller,,,,
20207,963.977671175731,2,Florian Rothe,,,,
66904,999.226122365662,1,Florian Schopper,,,,
148697,973.258845811179,1,Florian Shagiri,,,,
148648,1014.56103481054,1,Florian Sommer,,,,
22075,993.64006832047,3,Florian Stelzle,,,,
21468,993.786860462514,1,Florian Szobek,,,,
66911,1004.94969960143,1,Florian Weinreich,,,,
30458,1229.86936580413,40,Florin Salvisberg,,,,
78441,948.152456361351,3,Florin Sestacovski,,,,
160208,987.736828914422,1,Floryan Faccenda,,,,
33639,1051.18886492253,14,Flávio Queiroga,,,,
18403,982.575003576963,1,Folker Schwesinger,,,,
159718,1022.27936479937,1,Foster Doevi,,,,
168660,968.533770970913,1,Foster Doevi,,,,
152313,974.128759040126,1,Frailin Yael Lopez Moreta,,,,
107105,1011.12141086355,1,Fran Tisaj,,,,
7796,1112.97281740171,85,Francesc Godoy Contreras,,,,
110849,1014.81887382097,14,Francesc Godoy Mulet,,,,
16125,1019.50158681948,4,Francesc Juárez Rosello,,,,
71083,986.859266418542,1,Francesco Brembilla,,,,
11179,1003.83990913923,1,Francesco Cauz,,,,
7768,1020.93529317207,4,Francesco Cecchin,,,,
10921,972.85005316708,2,Francesco Cucco,,,,
26889,993.636992583556,1,Francesco De Lunaza Gimeno,,,,
71092,980.835737006777,1,Francesco Fabrizi,,,,
124902,994.608946733677,2,Francesco Gazzina,,,,
21666,990.781714146606,5,Francesco Sommariva,,,,
71122,1001.91808994795,1,Francesco Zane,,,,
41383,958.994673841165,3,Francis Hupe,,,,
49030,920.649209586658,27,Francis Lefebvre,,,,
145775,1013.88639370955,1,Francis Leroy,,,,
144446,968.55229374624,1,Francis O'Hagan,,,,
86404,946.199353072702,6,Francis Sarrasin-Larochelle,,,,
160123,1002.18378151036,1,Francis Toulouse,,,,
81295,974.227090535585,1,Francisc Sarosi,,,,
71981,894.010376761958,6,Francisco Alonso Acevedo,,,,
167986,979.617503573321,1,Francisco Dias,,,,
10475,950.019702132633,10,Francisco Fernandez-Cortes,,,,
167929,972.161976450064,1,Francisco Finetti,,,,
11195,982.083629471504,1,Francisco Fintelman Filho,,,,
93574,948.824583803938,11,Francisco Flores Flores,,,,
39135,970.629984531465,1,Francisco Gonzalez,,,,
46261,974.440755983082,1,Francisco Iñiguez,,,,
54068,974.532826199535,1,Francisco Javier Lopez,,,,
15942,952.213220200058,13,Francisco Javier Marco,,,,
116908,975.823436660718,1,Francisco Jose Lopez Meseguer,,,,
55791,1011.18928908854,1,Francisco Machado,,,,
66222,1002.77959223742,1,Francisco Moreno,,,,
67120,976.729463826221,1,Francisco Mutti,,,,
39147,997.652206753687,1,Francisco Pavez,,,,
79779,959.059192421776,5,Francisco Pontano,,,,
90732,971.421960092621,2,Francisco Quiroga,,,,
6227,1147.26381054944,66,Francisco Serrano Plowell,,,,
147580,991.931572749243,1,Francisco Sucre,,,,
103042,968.503929439481,1,Francisco Tardini,,,,
49211,929.820335637848,3,Francisco Torres,,,,
9957,1009.40725780833,1,Franck Borgia,,,,
160024,1004.92870250359,1,Franck Dugard,,,,
160006,1008.25150160065,1,Franck Hof,,,,
50419,1025.58784471578,1,Franck Marionneau,,,,
74985,979.597569382035,1,Franck Tajiri,,,,
145675,974.59010205212,1,Franck Vallade,,,,
78141,1032.45246730899,1,Francky Vieville,,,,
149519,979.93620271654,1,Franco Cattaneo,,,,
133139,973.791577454151,1,Franco Forestier,,,,
74846,984.443340363374,1,Franco Gerosa,,,,
80952,1034.91474330082,5,Franco Pesavento,,,,
160931,976.757144941511,1,Francois Blanc,,,,
145845,973.825325007258,1,Francois Bott,,,,
7115,1041.0706158096,5,Francois Chabaud,,,,
160039,1002.61719008824,1,Francois Ferrnad,,,,
72021,999.921774393817,1,Francois Gaffiot,,,,
22324,1021.46356015429,1,Francois Hogan,,,,
145769,1016.81769141947,1,Francois Jacobee,,,,
145816,990.436012030158,1,Francois Jeay,,,,
160013,1006.95127586702,1,Francois Laratta,,,,
50433,1023.27633230043,1,Francois Liberse,,,,
160175,992.504323271082,1,Francois Marmet,,,,
17072,985.777777777778,1,Francois Mienie,,,,
146446,976.173549491844,1,Francois Vorster,,,,
44183,988.561764918538,1,Frank Anschutz,,,,
145728,986.14766412887,1,Frank Auroux,,,,
71441,950.741525175607,2,Frank Barthelmes,,,,
151592,1007.73816976452,1,Frank Bigler,,,,
5607,1136.04685581235,49,Frank Bignet,,,,
148580,955.344641035617,2,Frank Bombosch,,,,
15264,1077.6773953308,14,Frank Clarke,,,,
71433,984.946782134813,1,Frank Dassen,,,,
20523,1006.21328442788,2,Frank Gehse,,,,
122702,1001.2611079147,2,Frank Graftdyk,,,,
18775,948.65052459671,5,Frank Heestermans,,,,
145804,996.787157068326,1,Frank Heissat,,,,
28496,990.55619747823,1,Frank Heldoorn,,,,
70391,1009.48944714466,1,Frank Mauer,,,,
21922,977.64682432203,1,Frank Niemerg,,,,
21662,989.327210772711,1,Frank Orthofer,,,,
54520,963.64820536226,2,Frank Schmit,,,,
9996,1006.24127947149,11,Frank Silvestrin De Souza,,,,
160194,989.903871803813,1,Frank Starke,,,,
15408,951.69413700994,2,Frank-Peter Müller,,,,
149486,969.483811555214,1,Franklin Chavarria R.,,,,
39429,985.433777019301,2,Franklin Guzman,,,,
46373,922.635525363837,10,Franklin Lojano,,,,
137252,975.449187722306,1,Franklin Paaga,,,,
71971,906.346468600837,5,Franklin Peña,,,,
156466,1015.93102724605,1,Franklin Rojas,,,,
6191,1152.19679761367,17,Franky Batelier,,,,
145761,1021.70318760268,1,Franky Vievelle,,,,
28153,1024.93135300085,1,Fransisco Pinto,,,,
23053,951.794339795352,33,Frantisek Kubinek,,,,
56588,1090.6089951003,39,Frantisek Linduska,,,,
5722,994.230133739865,75,Franz Höfer,,,,
11095,1183.11228497367,53,Franz Loeschke,,,,
156295,988.16499072818,1,Franz Neuhuber,,,,
151432,987.697765724117,1,Franz Segmüller,,,,
146068,995.276101839291,1,Franz Steiner,,,,
15014,980.602609535345,1,François Burger,,,,
8206,1002.60031222729,1,François Chaput,,,,
148238,1009.35433138068,1,François De Bellis,,,,
136492,974.683723530569,1,François Fletcher,,,,
151623,993.839179865531,1,François Vernotte,,,,
83007,993.424513480775,1,Fras Alhmoud,,,,
6561,1009.55305226093,16,Fraser Cartmell,,,,
81285,995.069387492593,1,Fraser Lyon,,,,
72053,992.497812444239,1,Fred Herpin,,,,
43088,933.831333601037,4,Fred Lima,,,,
110421,980.452776806372,2,Freddie Lampret,,,,
110053,892.963643879745,5,Freddy Andres Rosado Solis,,,,
39439,948.487084563867,3,Freddy Rosado,,,,
39440,976.65419595167,1,Freddy Sanchez,,,,
160882,980.513352616454,1,Frederic Batlle,,,,
5321,1221.03779693278,72,Frederic Belaubre,,,,
160170,993.226670900878,1,Frederic Demey,,,,
145541,988.170237492301,1,Frederic Devignot,,,,
11476,990.601202954815,1,Frederic Dorez,,,,
148887,1017.93095983993,1,Frederic Fleck,,,,
75629,1022.78432136521,6,Frederic Funk,,,,
72471,972.750459391031,2,Frederic Jerome,,,,
145834,980.665019663746,1,Frederic Kaiser,,,,
7074,1027.83627957154,8,Frederic Kohl,,,,
149003,978.291446933056,1,Frederic Lamotte,,,,
159984,1011.71877022368,1,Frederic Masse,,,,
160019,1006.08445871126,1,Frederic Pasteur,,,,
71459,1005.29854208081,1,Frederic Pelouze,,,,
160008,1007.96256254873,1,Frederic Pernot,,,,
71028,1004.84462417174,1,Frederic Pierrat,,,,
145840,977.245172335502,1,Frederic Striga,,,,
7402,1028.91064381284,1,Frederic Sultana,,,,
52395,1013.04143727236,3,Frederic Tete,,,,
39140,984.437916680977,1,Frederick Savre,,,,
123762,977.03632358785,5,Frederick Wagenvoorde,,,,
115647,1029.10087156031,3,Frederick Webb,,,,
18408,972.310852633567,1,Frederick Wortmeier,,,,
22108,974.640555330643,1,Frederico Catalan,,,,
5840,994.754040434558,5,Frederico Monteiro,,,,
50820,973.471911791946,1,Frederico Monteiro Da Silva,,,,
6507,989.582497883655,1,Frederik De Vreese,,,,
61036,1013.63663550328,1,Frederik De Vrooce,,,,
97081,987.264522187735,3,Frederik Henes,,,,
125041,970.324188720147,1,Frederik Holm Wester,,,,
167598,998.441032985086,1,Frederik Mathiesen,,,,
5648,1070.59162344111,46,Frederik Van Lierde,,,,
148856,1022.69845419659,1,Frederique Souche,,,,
39444,972.525163693606,1,Fredi Villacis,,,,
159721,975.733910253916,1,Fredric Andoh,,,,
103768,968.936441018956,1,Fredric Chiongbian,,,,
39910,970.675494321976,2,Fredrik Ahlinder,,,,
66335,974.762179237408,1,Fredrik Barrander,,,,
66068,974.157600393208,1,Fredrik Hallsten,,,,
11347,977.252027148428,2,Fredrik Seistrup,,,,
14927,981.202256613851,1,Fredy Guillen Rodriguez,,,,
57273,975.311697184816,1,Fredy Paez,,,,
6919,934.35465178209,11,Freek De Boer,,,,
23628,995.225620860082,1,Frédéric Boutin,,,,
27697,976.756622717181,1,Frédéric Perrier,,,,
151657,981.23311925947,1,Frédéric Rueger,,,,
160205,988.31470701826,1,Fuentes Charles,,,,
74997,974.227192447476,1,Fugo Kawai,,,,
64478,928.506266431726,7,Fumihiro Sugihara,,,,
60911,953.806753593492,2,Fumiya Kimura,,,,
60905,949.976012019723,12,Fumiya Tanaka,,,,
29302,986.854056512056,4,Fun Ho Kong,,,,
23535,922.878747623066,5,Fuqiang Zhang,,,,
125293,1008.06488803679,2,Fynn Batkin,,,,
64984,1059.74585335734,13,Fynn Thompson,,,,
93400,970.060006724724,6,Félix Plourde-Couture,,,,
6535,995.503634010193,2,Ga On Cho,,,,
124611,1000.64819801699,1,Gabriel  Garcia Velez,,,,
111648,943.100362356149,6,Gabriel Abrao,,,,
106948,1082.14828165047,8,Gabriel Allgayer,,,,
147326,976.264539952464,1,Gabriel Alvarez,,,,
60979,935.144929090522,4,Gabriel Angeloro,,,,
149040,982.712850171171,2,Gabriel Baran,,,,
110841,950.557236965637,3,Gabriel Björlin,,,,
125020,995.893849768774,1,Gabriel Boca,,,,
14697,969.67724297345,1,Gabriel Boce Rojas,,,,
45175,911.308607934894,5,Gabriel Bonari,,,,
82578,953.227203482155,12,Gabriel Bravo,,,,
168854,967.981233548471,2,Gabriel David Rodríguez Sánchez,,,,
9940,928.006533752341,4,Gabriel De Jesus,,,,
19183,988.152236145489,1,Gabriel Descôteaux-Simard,,,,
29368,976.371662887481,1,Gabriel Gonzalez,,,,
10387,1000.77230678478,1,Gabriel Gonzalez Romeo,,,,
132999,994.019353444614,2,Gabriel Joaquin Quito Tello,,,,
93432,1004.52502108217,2,Gabriel Klein,,,,
141071,1012.06075401948,5,Gabriel Lecheta,,,,
55473,930.925397751825,33,Gabriel Legault,,,,
123513,902.977825817386,4,Gabriel Lingeri,,,,
6451,972.071571421131,1,Gabriel O. Webber,,,,
69739,994.160051303371,1,Gabriel Ramos,,,,
6154,855.580190883465,31,Gabriel Rojas,,,,
72784,1170.70984580732,46,Gabriel Sandör,,,,
112754,1041.79701186522,16,Gabriel Terán Carvajal,,,,
56137,892.005218681167,9,Gabriel Zumbado,,,,
71085,990.623972300895,1,Gabriele Candito,,,,
123514,979.018056716487,1,Gabriele Grimaldi,,,,
5768,963.58272269902,14,Gabriele Pertusati,,,,
18752,970.394847800636,3,Gabriele Salini,,,,
169851,973.80282408599,1,Gadiel Campos Castillo,,,,
5794,940.320786448221,9,Gael Mainard,,,,
145827,984.573416610311,1,Gaetan Aubry,,,,
75218,972.773442205263,1,Gallacher Patterson,,,,
124907,952.412173935407,4,Galver Andres Alarcon Posligua,,,,
23442,962.932225862056,2,Gamaliel Torres,,,,
12699,875.735859055322,7,Gansukh Chuluunsukh,,,,
109685,1002.61104438954,1,Gardiel Kumata,,,,
119723,951.180262584847,2,Garen Marter,,,,
6092,966.661683207423,5,Gareth Bannon,,,,
5713,1099.81259461472,30,Gareth Halverson,,,,
54469,971.644200145497,1,Gareth Hughes,,,,
56621,901.537460696988,12,Gareth Jooste,,,,
112676,976.39873526463,1,Gareth Marquiss,,,,
10336,994.637537290695,22,Gareth Mccarthy,,,,
26891,990.120509067073,1,Garikoitz Etxebeste Arrieta,,,,
124533,960.642293092882,2,Garrett Mayeaux,,,,
50399,1001.10361477591,17,Garrett McCarthy,,,,
74229,915.597104119986,10,Garrick Loewen,,,,
71423,1000.51434970238,1,Gary Assel,,,,
17721,983.570729218566,1,Gary Gerrard,,,,
57940,1001.35822274762,1,Gary Mandy,,,,
39436,981.815486274251,1,Gary Posligua,,,,
147043,1001.59865086822,1,Gary Turner,,,,
40996,989.07691173778,1,Gary Wilson,,,,
7167,1073.11146685014,123,Gaspar Riveros,,,,
147028,982.860467246482,1,Gaston Duran,,,,
45896,988.575279411139,12,Gaston Montenegro,,,,
111748,967.032938891327,1,Gaston Zayas,,,,
101579,983.658349218515,1,Gastón Martínez,,,,
57939,992.215365604759,1,Gavin Lewis,,,,
5942,1139.06991760514,74,Gavin Noble,,,,
6920,978.746669148503,5,Gavin Smith,,,,
61214,1019.37649287,1,Geert De Bundel,,,,
